id,date,sentiment,irony,inferred_occupation,occupation_confidence
1816792018040860672,2024-07-26,NEG,not ironic,writer,0.6850870847702026
1816790608486498816,2024-07-26,NEU,not ironic,writer,0.9769315719604492
1816790373190255104,2024-07-26,NEU,not ironic,journalist,0.8289431929588318
1816789442771681536,2024-07-26,NEU,not ironic,executive,0.995534360408783
1816789164936888832,2024-07-26,NEG,not ironic,freelancer,0.6413637399673462
1816788700207931648,2024-07-26,POS,not ironic,activist,0.9972373843193054
1816788300499165696,2024-07-26,NEG,ironic,journalist,0.9955790638923644
1816787264325767680,2024-07-26,NEU,not ironic,politician,0.9893776774406432
1.8377871832870136e+18,2024-09-22,NEU,not ironic,freelancer,0.6535453796386719
1.837760702972408e+18,2024-09-22,NEG,ironic,performer,0.9984564185142516
1.8377476771125048e+18,2024-09-22,NEU,ironic,journalist,0.9885556101799012
1.8377393223189875e+18,2024-09-22,NEU,not ironic,activist,0.853935718536377
1.83773781491542e+18,2024-09-22,NEU,not ironic,engineer,0.9884498715400696
1.8377318950496425e+18,2024-09-22,NEG,not ironic,songwriter,0.8471048474311829
1.8377312757106483e+18,2024-09-22,NEU,ironic,retired,0.6415913105010986
1.8377306716469865e+18,2024-09-22,POS,not ironic,realtor,0.9974387288093568
1.837730559637832e+18,2024-09-22,NEU,not ironic,freelancer,0.7890589833259583
1.8377303646949417e+18,2024-09-22,NEU,ironic,influencer,0.7682390213012695
1.837728461047096e+18,2024-09-22,NEG,not ironic,songwriter,0.991422712802887
1.8377233039409687e+18,2024-09-22,NEU,ironic,writer,0.55889892578125
1.8377230714714e+18,2024-09-22,NEG,not ironic,speaker,0.9940169453620912
1.837722951166084e+18,2024-09-22,NEG,not ironic,journalist,0.9974945187568665
1.8377219533998656e+18,2024-09-22,NEG,not ironic,podcaster,0.9975526928901672
1.8377218966720143e+18,2024-09-22,POS,not ironic,entrepreneur,0.9962260723114014
1.8377178711300383e+18,2024-09-22,NEU,ironic,songwriter,0.8968076109886169
1.8377156996507407e+18,2024-09-22,NEG,ironic,pastor,0.5485237240791321
1.8377150154213704e+18,2024-09-22,NEU,ironic,writer,0.997733235359192
1.837714692023706e+18,2024-09-22,NEG,ironic,writer,0.989672064781189
1.837706950139675e+18,2024-09-22,POS,not ironic,journalist,0.9943915009498596
1.837706415684588e+18,2024-09-22,NEG,not ironic,investigator,0.8913344740867615
1.8377061395907087e+18,2024-09-22,NEG,ironic,writer,0.9958929419517516
1.8377038804585925e+18,2024-09-22,NEU,not ironic,journalist,0.9918090105056764
1.8377011022312407e+18,2024-09-22,POS,not ironic,journalist,0.967705488204956
1.837695588864766e+18,2024-09-22,NEG,not ironic,performer,0.690617024898529
1.837694750645764e+18,2024-09-22,NEG,ironic,host,0.996426284313202
1.8376934454244767e+18,2024-09-22,POS,not ironic,freelancer,0.6413637399673462
1.837692504403333e+18,2024-09-22,POS,ironic,activist,0.8878574967384338
1.8376914553614748e+18,2024-09-22,POS,not ironic,activist,0.8733934760093689
1.8376897356845427e+18,2024-09-22,NEG,not ironic,activist,0.9166331887245178
1.8376888044061527e+18,2024-09-22,POS,not ironic,performer,0.9978989362716676
1.8376887400655383e+18,2024-09-22,NEU,not ironic,politician,0.998103141784668
1.837688290704601e+18,2024-09-22,NEU,not ironic,journalist,0.9948294162750244
1.8376882835364948e+18,2024-09-22,NEU,not ironic,writer,0.9363726377487184
1.837687023814976e+18,2024-09-22,NEU,ironic,activist,0.934792935848236
1.8376820483305024e+18,2024-09-22,NEU,not ironic,influencer,0.8852733373641968
1.837681987844497e+18,2024-09-22,POS,not ironic,speaker,0.3256263434886932
1.8376818115953623e+18,2024-09-22,NEU,not ironic,writer,0.8942349553108215
1.8376806436746488e+18,2024-09-22,POS,ironic,politician,0.9552714824676514
1.8376760085412416e+18,2024-09-22,NEU,not ironic,podcaster,0.995493233203888
1.8376756745358584e+18,2024-09-22,NEU,ironic,journalist,0.9645554423332214
1.8376756200100127e+18,2024-09-22,POS,ironic,activist,0.9965785145759584
1.8376750732488504e+18,2024-09-22,POS,not ironic,politician,0.9983111023902892
1.8376750400635784e+18,2024-09-22,NEG,not ironic,politician,0.9970231652259828
1.837673924173116e+18,2024-09-22,NEU,not ironic,digital marketer,0.977090060710907
1.837673296550048e+18,2024-09-22,POS,not ironic,journalist,0.9552507996559144
1.837671205970776e+18,2024-09-22,POS,not ironic,writer,0.7806799411773682
1.8376710291138683e+18,2024-09-22,NEG,not ironic,activist,0.9700698256492616
1.837668102433088e+18,2024-09-22,NEU,ironic,scientist,0.9443455338478088
1.8376651547517588e+18,2024-09-22,NEU,not ironic,podcaster,0.9557007551193236
1.837663285841125e+18,2024-09-22,NEG,not ironic,activist,0.9644862413406372
1.837662596788302e+18,2024-09-22,NEG,ironic,influencer,0.9978607892990112
1.8376614290395464e+18,2024-09-22,NEG,not ironic,politician,0.545170247554779
1.83766017040894e+18,2024-09-22,NEU,not ironic,host,0.997487723827362
1.837660050778681e+18,2024-09-22,NEG,not ironic,politician,0.9275989532470704
1.8376591986432287e+18,2024-09-22,NEG,not ironic,performer,0.9976242780685424
1.8376577170553528e+18,2024-09-22,NEG,ironic,musician,0.970001220703125
1.837656894376391e+18,2024-09-22,NEU,not ironic,influencer,0.978612184524536
1.8376568102636257e+18,2024-09-22,NEG,ironic,influencer,0.9888033270835876
1.837656515026768e+18,2024-09-22,POS,not ironic,youtuber,0.9755687713623048
1.822771915456381e+18,2024-08-11,NEU,not ironic,politician,0.9340683221817015
1.8227713212579845e+18,2024-08-11,POS,not ironic,politician,0.9523916840553284
1.8227712698188024e+18,2024-08-11,NEG,not ironic,politician,0.920444905757904
1.8227710689075205e+18,2024-08-11,NEG,not ironic,author,0.98602557182312
1.822770096667784e+18,2024-08-11,NEU,not ironic,activist,0.8136535882949829
1.822770021338084e+18,2024-08-11,NEU,not ironic,influencer,0.9969841837882996
1.822770008935502e+18,2024-08-11,NEG,not ironic,blogger,0.9924165606498718
1.8227697912891392e+18,2024-08-11,NEU,not ironic,podcaster,0.9988875985145568
1.8227690763614705e+18,2024-08-11,NEG,not ironic,accountant,0.8960871696472168
1.8227685537804744e+18,2024-08-11,NEU,not ironic,filmmaker,0.9920281171798706
1.8227685524844795e+18,2024-08-11,NEG,not ironic,writer,0.9944437742233276
1.8227684283372344e+18,2024-08-11,NEU,not ironic,politician,0.9970170259475708
1.822767841189508e+18,2024-08-11,NEG,not ironic,journalist,0.9890897870063782
1.822767408672604e+18,2024-08-11,POS,not ironic,writer,0.9972934722900392
1.8227670468763927e+18,2024-08-11,NEG,ironic,influencer,0.9903711676597596
1.8227660068777943e+18,2024-08-11,NEG,ironic,speaker,0.8205357193946838
1.822764761290789e+18,2024-08-11,NEG,ironic,lyricist,0.7441551089286804
1.8227645046668536e+18,2024-08-11,NEG,ironic,freelancer,0.7423512935638428
1.822764075832464e+18,2024-08-11,NEG,not ironic,writer,0.8487014770507812
1.822764038906147e+18,2024-08-11,NEG,ironic,writer,0.9956785440444946
1.822763328629801e+18,2024-08-11,POS,not ironic,activist,0.9743016362190248
1.822763234622948e+18,2024-08-11,NEU,ironic,activist,0.9674322605133056
1.822763190943613e+18,2024-08-11,NEG,not ironic,influencer,0.9918580651283264
1.822763158110708e+18,2024-08-11,NEU,ironic,retired,0.9637688994407654
1.8227624329364644e+18,2024-08-11,NEG,ironic,performer,0.998246431350708
1.822761668369076e+18,2024-08-11,POS,not ironic,speaker,0.5998749732971191
1.8227605611315727e+18,2024-08-11,NEU,ironic,scientist,0.9985053539276124
1.8227599716851103e+18,2024-08-11,NEU,ironic,freelancer,0.6413637399673462
1.822759936863961e+18,2024-08-11,NEU,ironic,freelancer,0.6934270858764648
1.8227594354310351e+18,2024-08-11,NEG,ironic,investor,0.9966726899147034
1.8227593065987525e+18,2024-08-11,NEG,not ironic,influencer,0.970339298248291
1.8227580952207693e+18,2024-08-11,NEG,ironic,performer,0.9981209635734558
1815732453169910016,2024-07-23,NEU,not ironic,journalist,0.9187155365943908
1815732430763954432,2024-07-23,POS,not ironic,gamer,0.9651333689689636
1815732187041501696,2024-07-23,NEU,not ironic,activist,0.9982441663742064
1815731185261162752,2024-07-23,NEU,not ironic,activist,0.6626649498939514
1815730940108226816,2024-07-23,NEG,not ironic,songwriter,0.9918853640556335
1815730849364533504,2024-07-23,POS,not ironic,speaker,0.510446310043335
1815730718196011264,2024-07-23,NEG,not ironic,politician,0.988059401512146
1815730608548544768,2024-07-23,NEG,ironic,director,0.9263107776641846
1815730015998484736,2024-07-23,POS,ironic,performer,0.8095911741256714
1815729175795237120,2024-07-23,NEG,not ironic,podcaster,0.9961736798286438
1815729144702836736,2024-07-23,NEU,not ironic,activist,0.7355784177780151
1815728678094966784,2024-07-23,NEU,ironic,artist,0.9902161359786988
1815727912542188032,2024-07-23,POS,not ironic,influencer,0.9976614117622375
1815727548740874496,2024-07-23,POS,ironic,strategist,0.9958397150039672
1815727311431319552,2024-07-23,NEG,not ironic,writer,0.9798218607902528
1815726055279198464,2024-07-23,NEU,ironic,writer,0.8945038914680481
1815725592722976768,2024-07-23,NEU,not ironic,politician,0.9834102988243104
1815724935177712128,2024-07-23,NEG,ironic,writer,0.999046504497528
1815724744664113664,2024-07-23,NEU,not ironic,influencer,0.9897040724754332
1815724134246371584,2024-07-23,NEU,ironic,influencer,0.5654908418655396
1815724087446061568,2024-07-23,NEG,not ironic,journalist,0.998862326145172
1815723707005858048,2024-07-23,NEU,not ironic,speaker,0.9265174269676208
1815723595730993152,2024-07-23,NEG,not ironic,writer,0.9771887063980104
1815723174689902848,2024-07-23,NEU,not ironic,speaker,0.7974733114242554
1815723153403916800,2024-07-23,NEU,not ironic,journalist,0.9978302121162416
1815722741833560320,2024-07-23,NEU,not ironic,retired,0.9793384075164796
1815722122339094784,2024-07-23,NEU,not ironic,veterinarian,0.997474193572998
1815722084552585216,2024-07-23,POS,ironic,writer,0.9472370743751526
1815722081482395904,2024-07-23,NEG,ironic,speaker,0.9969484210014344
1815721812967203328,2024-07-23,NEG,ironic,lawyer,0.9938884377479552
1815721648588226816,2024-07-23,POS,not ironic,nurse,0.9252957105636596
1815721579029971200,2024-07-23,POS,not ironic,farmer,0.8938169479370117
1815721400461578496,2024-07-23,NEU,not ironic,filmmaker,0.997334599494934
1815721356312359168,2024-07-23,NEG,not ironic,politician,0.996304988861084
1815721047804518912,2024-07-23,NEU,not ironic,influencer,0.9608643054962158
1815720457938579712,2024-07-23,NEG,not ironic,performer,0.9775282144546508
1815720231991378432,2024-07-23,NEG,ironic,writer,0.9677647352218628
1815719108807426304,2024-07-23,NEU,ironic,freelancer,0.6788842082023621
1815717813518221312,2024-07-23,NEG,not ironic,freelancer,0.9884433746337892
1813703192506499072,2024-07-17,NEG,ironic,politician,0.976282835006714
1808236852576768512,2024-07-02,NEG,not ironic,podcaster,0.9937482476234436
1808236180481142784,2024-07-02,NEG,not ironic,podcaster,0.9936099648475648
1808235351775019520,2024-07-02,NEG,not ironic,journalist,0.9979342222213744
1808235177849901312,2024-07-02,NEG,ironic,influencer,0.9962381720542908
1808235153782985216,2024-07-02,NEU,not ironic,writer,0.9959802627563475
1808234763955712512,2024-07-02,NEG,not ironic,journalist,0.9968607425689696
1808234380151738368,2024-07-02,NEG,ironic,influencer,0.8814087510108948
1808233442330480896,2024-07-02,POS,not ironic,mba,0.5523175597190857
1808232395121872896,2024-07-02,NEU,not ironic,journalist,0.9773993492126464
1808232133766664448,2024-07-02,NEU,not ironic,writer,0.994118869304657
1808231990275330304,2024-07-02,NEU,ironic,retired,0.978203535079956
1808231765489619200,2024-07-02,NEG,not ironic,influencer,0.9978607892990112
1808230630272213248,2024-07-02,NEU,not ironic,journalist,0.9988250732421876
1808230603503943936,2024-07-02,NEU,not ironic,host,0.9942463636398317
1808230077295124736,2024-07-02,POS,ironic,journalist,0.9988749623298644
1808228501998244096,2024-07-02,NEG,ironic,writer,0.9966712594032288
1808228281055076352,2024-07-02,NEU,ironic,activist,0.9899540543556212
1808228173701681664,2024-07-02,NEU,not ironic,journalist,0.9956342577934264
1808226623428104704,2024-07-02,NEG,ironic,pastor,0.977914035320282
1808225787729859072,2024-07-02,POS,not ironic,podcaster,0.994408905506134
1808225784995201536,2024-07-02,NEU,ironic,healthcare,0.4440544843673706
1808225481210449920,2024-07-02,NEG,ironic,writer,0.9973372220993042
1808224375356719616,2024-07-02,NEU,not ironic,writer,0.954239308834076
1808223251631689728,2024-07-02,NEG,not ironic,physician,0.998291313648224
1808223128201339136,2024-07-02,NEU,not ironic,writer,0.9950225353240968
1808221092731146752,2024-07-02,POS,not ironic,journalist,0.99854838848114
1808220556732555520,2024-07-02,NEG,ironic,activist,0.9846486449241638
1808219522425577472,2024-07-02,NEU,ironic,activist,0.9226145148277284
1808218275765182464,2024-07-02,NEU,ironic,retired,0.9223930835723876
1808218001746837504,2024-07-02,NEG,ironic,writer,0.996227502822876
1808217900161065216,2024-07-02,NEG,not ironic,author,0.997778296470642
1808217538503008512,2024-07-02,NEG,ironic,writer,0.9970038533210754
1808217116438360320,2024-07-02,NEU,not ironic,journalist,0.9933309555053712
1808215930876711168,2024-07-02,NEG,not ironic,activist,0.8878574967384338
1808214775081419264,2024-07-02,NEU,not ironic,journalist,0.9920148253440856
1808211564920819968,2024-07-02,NEG,ironic,activist,0.9644862413406372
1808211338545844480,2024-07-02,NEG,not ironic,performer,0.9958735704421996
1808210082406203648,2024-07-02,NEG,not ironic,artist,0.9971734285354614
1808210037614998016,2024-07-02,NEG,not ironic,scientist,0.9411637187004088
1808209845184782336,2024-07-02,NEU,not ironic,writer,0.9522136449813844
1808209630792740864,2024-07-02,NEU,not ironic,politician,0.6258958578109741
1808208781308056064,2024-07-02,NEU,not ironic,engineer,0.9971264004707336
1808207401532715264,2024-07-02,NEG,not ironic,podcaster,0.9842691421508788
1808207259601719296,2024-07-02,NEG,not ironic,writer,0.8671239614486694
1.8236279015370184e+18,2024-08-14,NEG,not ironic,activist,0.9653661251068116
1.8236244754111985e+18,2024-08-14,NEU,ironic,researcher,0.9972516894340516
1.8236197276813765e+18,2024-08-14,NEU,not ironic,writer,0.9962171316146852
1.8236194351621248e+18,2024-08-14,POS,not ironic,performer,0.9893242120742798
1.8236154661848271e+18,2024-08-14,POS,ironic,influencer,0.911607265472412
1.82361543046194e+18,2024-08-14,NEG,not ironic,freelancer,0.9905389547348022
1.823613266628669e+18,2024-08-14,NEU,not ironic,writer,0.9937040209770204
1.823612668776997e+18,2024-08-14,NEU,not ironic,activist,0.8585914969444275
1.8236069188346924e+18,2024-08-14,POS,ironic,activist,0.9868133068084716
1.8236040622830308e+18,2024-08-14,NEG,ironic,performer,0.905002236366272
1.8236015200569185e+18,2024-08-14,POS,ironic,freelancer,0.8635398149490356
1.8235980827576817e+18,2024-08-14,NEU,not ironic,freelancer,0.6413637399673462
1.823596026298504e+18,2024-08-14,NEG,not ironic,influencer,0.9982895255088806
1.8235950363466383e+18,2024-08-14,NEU,not ironic,influencer,0.8957657814025879
1.8235923117267272e+18,2024-08-14,NEG,not ironic,lawyer,0.9850691556930542
1.823590737876812e+18,2024-08-14,POS,not ironic,activist,0.9875893592834472
1.823589650432156e+18,2024-08-14,NEU,not ironic,activist,0.9954846501350404
1.8235873448987807e+18,2024-08-14,NEU,not ironic,politician,0.9961702227592468
1.8235861984110016e+18,2024-08-14,POS,not ironic,activist,0.53139328956604
1.8235846562366344e+18,2024-08-14,POS,ironic,writer,0.9952539801597596
1.823583277606933e+18,2024-08-14,NEG,ironic,filmmaker,0.995049238204956
1.823582231937606e+18,2024-08-14,NEU,ironic,speaker,0.9929547905921936
1.82358191690741e+18,2024-08-14,NEU,not ironic,influencer,0.9810613989830016
1.823581790579397e+18,2024-08-14,NEU,ironic,influencer,0.9942643046379088
1.823581322268271e+18,2024-08-14,NEU,not ironic,digital marketer,0.9962565302848816
1.8235796176738225e+18,2024-08-14,NEG,not ironic,activist,0.7355784177780151
1.823578107535668e+18,2024-08-14,NEU,not ironic,freelancer,0.4568103849887848
1.8235780228696435e+18,2024-08-14,POS,ironic,publicist,0.9889761209487916
1.823576261362676e+18,2024-08-14,POS,ironic,speaker,0.5987690687179565
1.8235744831158807e+18,2024-08-14,NEG,not ironic,editor,0.9985815286636353
1.823572345556017e+18,2024-08-14,NEG,ironic,speaker,0.9626604318618774
1.8235709820590776e+18,2024-08-14,NEG,not ironic,Unknown,0.0
1.8235703795850767e+18,2024-08-14,NEG,not ironic,host,0.9960759878158568
1.823570268763108e+18,2024-08-14,NEG,not ironic,journalist,0.9898673295974731
1.827535049778217e+18,2024-08-25,POS,not ironic,influencer,0.9721425771713256
1.8275347785658944e+18,2024-08-25,NEU,not ironic,educator,0.9964291453361512
1.827532619040408e+18,2024-08-25,NEG,not ironic,politician,0.9917834401130676
1.827532578150032e+18,2024-08-25,NEG,not ironic,writer,0.7212919592857361
1.8275323353376689e+18,2024-08-25,NEU,ironic,retired,0.4961230754852295
1.8275320924958108e+18,2024-08-25,NEU,ironic,youtuber,0.988473117351532
1.8275311464579853e+18,2024-08-25,NEU,ironic,retired,0.4961230754852295
1.8275311113935795e+18,2024-08-25,NEU,ironic,investigator,0.9880762696266174
1.8275291423778363e+18,2024-08-25,NEG,ironic,freelancer,0.9790147542953492
1.8275284544784264e+18,2024-08-25,NEU,not ironic,freelancer,0.6413637399673462
1.8275266640471823e+18,2024-08-25,NEU,ironic,healthcare,0.941620945930481
1.8399339833098245e+18,2024-09-28,POS,ironic,journalist,0.9955965280532836
1.8399321366665915e+18,2024-09-28,NEU,not ironic,influencer,0.9832592010498048
1.8205713689180687e+18,2024-08-05,NEU,not ironic,influencer,0.997963845729828
1.820571148897182e+18,2024-08-05,NEG,ironic,politician,0.978583812713623
1.820570973667816e+18,2024-08-05,NEU,not ironic,activist,0.930143654346466
1.8589746016924552e+18,2024-11-19,POS,ironic,influencer,0.9960123896598816
1.858973419729285e+18,2024-11-19,NEU,not ironic,editor,0.9956687092781068
1.8589728332900887e+18,2024-11-19,NEU,ironic,pastor,0.9968043565750122
1.858972338571944e+18,2024-11-19,POS,not ironic,politician,0.9641936421394348
1.8589695736783465e+18,2024-11-19,NEU,not ironic,writer,0.9683135151863098
1.858969534620988e+18,2024-11-19,NEG,ironic,chef,0.9919698238372804
1.858969194706113e+18,2024-11-19,NEG,ironic,freelancer,0.6413637399673462
1.858968995514512e+18,2024-11-19,POS,not ironic,youtuber,0.996632754802704
1.858968255173718e+18,2024-11-19,NEU,ironic,host,0.9918689131736756
1.8589681249405668e+18,2024-11-19,POS,ironic,influencer,0.8608348369598389
1.8589676431534607e+18,2024-11-19,POS,ironic,politician,0.9589601159095764
1.858967400579744e+18,2024-11-19,NEG,ironic,influencer,0.9625709652900696
1.858966894361158e+18,2024-11-19,NEG,not ironic,politician,0.9972422122955322
1.8589665627217224e+18,2024-11-19,NEG,not ironic,writer,0.9975019693374634
1.8589658418717696e+18,2024-11-19,POS,not ironic,youtuber,0.9972350597381592
1.8589655983882767e+18,2024-11-19,POS,ironic,writer,0.9940304160118104
1.8589648081769065e+18,2024-11-19,NEG,not ironic,journalist,0.9845877289772034
1.8589647362153068e+18,2024-11-19,NEG,ironic,speaker,0.9834949374198914
1.858964510582735e+18,2024-11-19,POS,not ironic,influencer,0.9655649662017822
1.858964497010131e+18,2024-11-19,NEU,not ironic,engineer,0.9766925573349
1.858964309872964e+18,2024-11-19,NEG,ironic,journalist,0.9984706044197084
1.8589636715750605e+18,2024-11-19,NEU,not ironic,writer,0.9964011907577516
1.85896304491282e+18,2024-11-19,NEG,not ironic,influencer,0.995093584060669
1.8589629925173327e+18,2024-11-19,POS,not ironic,writer,0.9607602953910828
1.858962682789196e+18,2024-11-19,NEU,ironic,writer,0.639918327331543
1.8589624858957048e+18,2024-11-19,POS,not ironic,activist,0.9978994131088256
1.858962464731247e+18,2024-11-19,NEG,not ironic,professor,0.9769580960273744
1.8589616283534623e+18,2024-11-19,POS,ironic,influencer,0.9805376529693604
1.8589615796704663e+18,2024-11-19,NEU,not ironic,journalist,0.998897910118103
1.858961346903372e+18,2024-11-19,NEG,ironic,politician,0.9703020453453064
1.858961200639349e+18,2024-11-19,POS,not ironic,writer,0.901821494102478
1.8589598819210647e+18,2024-11-19,NEG,not ironic,influencer,0.994476318359375
1.8589598407204173e+18,2024-11-19,NEU,ironic,influencer,0.8770743012428284
1.858959809145434e+18,2024-11-19,NEU,not ironic,writer,0.983799397945404
1.8589595331643845e+18,2024-11-19,NEU,not ironic,author,0.9926730990409852
1.858959530177999e+18,2024-11-19,NEU,not ironic,researcher,0.9849988222122192
1.8589593657991173e+18,2024-11-19,NEU,ironic,journalist,0.9980795383453368
1.8589568248103204e+18,2024-11-19,NEU,not ironic,writer,0.995796799659729
1.858956153083888e+18,2024-11-19,NEU,not ironic,podcaster,0.8306732773780823
